,0.0,None
endangers,0.027547625293656616,None
codified,0.027547625293656616,None
curia,0.027547625293656616,None
class,0.027601924523061948,None
aisle,0.027649333135722137,None
derek,0.02784500122783086,None
repairing,0.02784500122783086,None
veterinary,0.02784500122783086,None
friendships,0.02784500122783086,None
belfast,0.02784500122783086,None
fence,0.02784731521644551,None
graduates,0.027912141524438383,None
curriculum,0.027912141524438383,None
longest,0.027912141524438383,None
recounted,0.02791921097852747,None
congratulate,0.02799675880599261,None
maggie,0.02799675880599261,None
hafiz,0.02799675880599261,None
battled,0.02799675880599261,None
omitted,0.02805042922044065,None
invaluable,0.02805042922044065,None
stifle,0.02805042922044065,None
editor,0.028061870731047565,None
audio,0.028125165313397642,None
morals,0.02816147752390475,None
overwhelm,0.02816147752390475,None
abuser,0.02816147752390475,None
unabashedly,0.028227893295571158,None
photoshopped,0.028227893295571158,None
rationality,0.028227893295571158,None
smug,0.028227893295571158,None
robs,0.028227893295571158,None
incites,0.028227893295571158,None
displeased,0.028227893295571158,None
deplorables,0.028227893295571158,None
designates,0.028227893295571158,None
birch,0.028227893295571158,None
nana,0.028227893295571158,None
cubans,0.028227893295571158,None
obliterate,0.028227893295571158,None
irrelevance,0.028227893295571158,None
respectability,0.028227893295571158,None
unmitigated,0.028227893295571158,None
momentary,0.028227893295571158,None
unbridled,0.028227893295571158,None
presenter,0.028244074602229562,None
technicians,0.028244074602229562,None
charming,0.028244074602229562,None
beard,0.028244074602229562,None
1940s,0.028244074602229562,None
coordinate,0.028252244092074125,None
depends,0.028264437656054568,None
iranians,0.028325583657227666,None
treaty,0.028325583657227666,None
replete,0.0284187947060249,None
disservice,0.0284187947060249,None
showered,0.0284187947060249,None
backdoor,0.0284187947060249,None
follower,0.0284187947060249,None
barbed,0.0284187947060249,None
eerily,0.0284187947060249,None
similarity,0.0284187947060249,None
martyr,0.0284187947060249,None
stats,0.0284187947060249,None
imprison,0.0284187947060249,None
presume,0.0284187947060249,None
criterion,0.0284187947060249,None
exaggeration,0.0284187947060249,None
humanity,0.028445910358657317,None
sophisticated,0.02848800643557373,None
fifteen,0.028506509981393067,None
cemetery,0.028514274507559934,None
outfit,0.028590994732412795,None
unveiling,0.028628288629633722,None
waterboarding,0.028628288629633722,None
rob,0.028755938190618977,None
territorial,0.02888259789692047,None
petitions,0.028937410496046,None
loving,0.028937444293986637,None
1971,0.028943800820150904,None
tobacco,0.028943800820150904,None
pressures,0.028943800820150904,None
wealth,0.028956828276071864,None
kansas,0.028965355092626946,None
failure,0.028972133826846956,None
eligible,0.029021797388016395,None
flown,0.029062033243017437,None
upset,0.029143787054652977,None
diversity,0.029156340494637768,None
bags,0.029174951747857183,None
expedition,0.029224049156108087,None
verses,0.029224049156108087,None
strategists,0.029224049156108087,None
examiners,0.029287697754497844,None
shorts,0.029287697754497844,None
147,0.029287697754497844,None
jazz,0.029287697754497844,None
121,0.029287697754497844,None
2050,0.029287697754497844,None
float,0.029287697754497844,None
desks,0.029287697754497844,None
280,0.029287697754497844,None
ria,0.029287697754497844,None
129,0.029287697754497844,None
indonesians,0.029287697754497844,None
g20,0.029287697754497844,None
rock,0.029306614308867506,None
guidance,0.0293253427913432,None
queue,0.02939223171164734,None
repatriate,0.02939223171164734,None
rectify,0.02939223171164734,None
jenna,0.02939223171164734,None
coauthored,0.02939223171164734,None
fars,0.02939223171164734,None
parcels,0.02939223171164734,None
agra,0.02939223171164734,None
2100,0.02939223171164734,None
subcontinent,0.02939223171164734,None
noel,0.02939223171164734,None
ch,0.02939223171164734,None
advancement,0.029590206465442494,None
interpreted,0.029680646542386224,None
summary,0.02975496843575367,None
documentation,0.02975496843575367,None
inspected,0.029761076174269777,None
sacramento,0.029840735127901103,None
retaliation,0.029923615156416384,None
groton,0.030014005531294217,None
incs,0.030014005531294217,None
communitybased,0.030014005531294217,None
envelopes,0.030014005531294217,None
radios,0.030014005531294217,None
victorias,0.030014005531294217,None
161,0.030014005531294217,None
166,0.030014005531294217,None
pitches,0.030014005531294217,None
kilometre,0.030014005531294217,None
doria,0.030014005531294217,None
shaked,0.030014005531294217,None
musks,0.030014005531294217,None
chibok,0.030014005531294217,None
halved,0.030014005531294217,None
athlete,0.030014005531294217,None
boushie,0.030014005531294217,None
cohosts,0.030014005531294217,None
marcos,0.030014005531294217,None
norways,0.030014005531294217,None
burmese,0.030014005531294217,None
panchayat,0.030014005531294217,None
mehr,0.030014005531294217,None
interservices,0.030014005531294217,None
faso,0.030014005531294217,None
manoj,0.030014005531294217,None
ricky,0.030014005531294217,None
taoiseach,0.030014005531294217,None
lagged,0.030014005531294217,None
wellwishers,0.030014005531294217,None
durban,0.030014005531294217,None
storyful,0.030014005531294217,None
nehru,0.030014005531294217,None
portfolios,0.030014005531294217,None
upa,0.030014005531294217,None
cheque,0.030014005531294217,None
adil,0.030014005531294217,None
warravaged,0.030014005531294217,None
oscarwinning,0.030014005531294217,None
lagos,0.030014005531294217,None
haigs,0.030014005531294217,None
marvels,0.030014005531294217,None
piper,0.030014005531294217,None
sevenday,0.030014005531294217,None
palaces,0.030014005531294217,None
elsheikh,0.030014005531294217,None
izmir,0.030014005531294217,None
tyres,0.030014005531294217,None
chanocha,0.030014005531294217,None
botswana,0.030014005531294217,None
thrashed,0.030014005531294217,None
poaching,0.030014005531294217,None
bangladeshs,0.030014005531294217,None
tonights,0.030014005531294217,None
chaudhary,0.030014005531294217,None
dap,0.030014005531294217,None
semiautonomous,0.030014005531294217,None
helmand,0.030014005531294217,None
gamechanger,0.030014005531294217,None
souvenirs,0.030014005531294217,None
highsecurity,0.030014005531294217,None
20minute,0.030014005531294217,None
post911,0.030014005531294217,None
casebycase,0.030014005531294217,None
nonmuslim,0.030014005531294217,None
milken,0.030014005531294217,None
dnj,0.030014005531294217,None
sangduk,0.030014005531294217,None
mohd,0.030014005531294217,None
middleincome,0.030014005531294217,None
erdoğans,0.030014005531294217,None
nabil,0.030014005531294217,None
vents,0.030014005531294217,None
saidin,0.030014005531294217,None
ald,0.030014005531294217,None
cpl,0.030014005531294217,None
asghar,0.030014005531294217,None
wam,0.030014005531294217,None
firstyear,0.030014005531294217,None
alawsat,0.030014005531294217,None
ziaul,0.030014005531294217,None
rabbuh,0.030014005531294217,None
mqmp,0.030014005531294217,None
mpas,0.030014005531294217,None
ken,0.030023369693920398,None
lands,0.030070580791995573,None
complicity,0.030070611296194802,None
virgin,0.030070611296194802,None
women,0.030082415248845817,None
unwillingness,0.030101412586131075,None
bragged,0.030101412586131075,None
losers,0.030101412586131075,None
shoots,0.030101412586131075,None
credited,0.030121648431092246,None
couple,0.030172922766615956,None
operate,0.030249427654869033,None
boom,0.030285842698770677,None
comedy,0.030285842698770677,None
premises,0.030285842698770677,None
combination,0.03029008287426939,None
reelected,0.030329237974706786,None
cheese,0.030329237974706786,None
toughest,0.030329237974706786,None
grounds,0.030474276106910524,None
conversations,0.030493556861870542,None
touch,0.030500331147707407,None
finding,0.03052604326042619,None
collaborator,0.030528636977138972,None
sermon,0.030528636977138972,None
resides,0.030528636977138972,None
originated,0.030582379690715342,None
choking,0.030592736376824956,None
globes,0.03063189679747049,None
probed,0.03063189679747049,None
custodian,0.03063189679747049,None
notes,0.030665886683073715,None
uncovered,0.030683782934900948,None
repeatedly,0.030715087604868557,None
embarrassing,0.030766501151551506,None
martinez,0.030798656443942543,None
trauma,0.030860809704097394,None
investigating,0.030878643146995757,None
knesset,0.0309266402681339,None
enduring,0.0309266402681339,None
insufficient,0.0309266402681339,None
sisters,0.030951007386855998,None
carry,0.03095174157526951,None
kuwaiti,0.030959792404692352,None
midday,0.030959792404692352,None
boon,0.030959792404692352,None
cincinnati,0.030959792404692352,None
amenities,0.030959792404692352,None
yoga,0.030959792404692352,None
rahm,0.030959792404692352,None
wake,0.030977588590418076,None
angry,0.031023343633911345,None
sensitivity,0.03106375639485929,None
throne,0.03106375639485929,None
bird,0.031102444441710595,None
columbine,0.03111495053810906,None
alumni,0.03111495053810906,None
sharon,0.03111495053810906,None
bureaus,0.03111495053810906,None
rendering,0.0311270562873364,None
fingerprints,0.0311270562873364,None
parish,0.0311270562873364,None
declarations,0.0311270562873364,None
churchill,0.0311270562873364,None
disgraceful,0.031140599315486055,None
chorus,0.031140599315486055,None
rotten,0.031140599315486055,None
organizations,0.03124160398315703,None
solely,0.03124550742883283,None
invested,0.03131767791608549,None
fda,0.03132826283862051,None
mandates,0.03132826283862051,None
tweeted,0.03134222503794725,None
defying,0.0313442254907719,None
screening,0.03135126072256726,None
tendency,0.031454833736676076,None
conflicts,0.03159298637440027,None
wood,0.031722909742813,None
quoted,0.03180355531626767,None
chopping,0.031811682245063415,None
reverence,0.031811682245063415,None
acquainted,0.031811682245063415,None
smelled,0.031811682245063415,None
photographic,0.031811682245063415,None
molecular,0.031811682245063415,None
brainchild,0.031811682245063415,None
trumpeted,0.031811682245063415,None
informational,0.031811682245063415,None
duped,0.031811682245063415,None
scribd,0.031811682245063415,None
conceive,0.031811682245063415,None
traditionalist,0.031811682245063415,None
worrying,0.03182443922353845,None
apologized,0.03202621639288537,None
neighborhoods,0.032028786661462236,None
overly,0.03205442932831838,None
abraham,0.03205442932831838,None
mounted,0.032105413735663675,None
deck,0.03211526424268503,None
checkpoint,0.03211526424268503,None
awarding,0.03211526424268503,None
weiner,0.03213970046437706,None
variables,0.03213970046437706,None
interviewer,0.03213970046437706,None
admirable,0.03213970046437706,None
blinded,0.03213970046437706,None
distort,0.03213970046437706,None
cellular,0.03213970046437706,None
thanks,0.03218578516447304,None
steven,0.032279178175102986,None
shalom,0.03234973295799488,None
fuelled,0.03234973295799488,None
spicy,0.03234973295799488,None
fielding,0.03234973295799488,None
budgetary,0.03234973295799488,None
beatles,0.03234973295799488,None
erupting,0.03239366506258103,None
natives,0.03239366506258103,None
misrepresented,0.03239366506258103,None
mimic,0.03239366506258103,None
1993,0.03241018640666195,None
headquartered,0.032424227140148795,None
bucket,0.032424227140148795,None
unicef,0.032424227140148795,None
bans,0.03250691254677355,None
bristol,0.032614811482617904,None
lu,0.032614811482617904,None
nebenzia,0.032614811482617904,None
grilling,0.032614811482617904,None
uninterrupted,0.032614811482617904,None
finale,0.032614811482617904,None
garlic,0.032614811482617904,None
outages,0.032614811482617904,None
citrus,0.032614811482617904,None
nicholson,0.032614811482617904,None
nonbinding,0.032614811482617904,None
flocked,0.032614811482617904,None
yen,0.032614811482617904,None
ombudsman,0.032614811482617904,None
monsoon,0.032614811482617904,None
brunei,0.032614811482617904,None
leaderships,0.032614811482617904,None
voter,0.03266298479965549,None
children,0.03267304847499192,None
mccain,0.03272009650452518,None
grassley,0.032759611179901046,None
purple,0.03281375880847336,None
courtroom,0.0328169529885499,None
lone,0.032830991282645286,None
birds,0.03284451153470778,None
milk,0.03284451153470778,None
urban,0.03296149159218443,None
joke,0.033135241413287914,None
baseless,0.03318458697506171,None
pac,0.03318458697506171,None
iaea,0.03318458697506171,None
treats,0.033254827224055164,None
1994,0.03329545092593615,None
abused,0.033297906986630085,None
angela,0.033333875103442184,None
bases,0.033356622388902114,None
passionate,0.033396716391893184,None
buddhist,0.033422510057725105,None
juice,0.033422510057725105,None
geunhye,0.033459104328082315,None
bookings,0.033459104328082315,None
exploratory,0.033459104328082315,None
ge,0.033459104328082315,None
999,0.033459104328082315,None
torso,0.033459104328082315,None
mid1980s,0.033459104328082315,None
nh,0.033459104328082315,None
smallscale,0.033459104328082315,None
proindependence,0.033459104328082315,None
cordon,0.033459104328082315,None
hungarys,0.033459104328082315,None
dove,0.033459104328082315,None
antijewish,0.033459104328082315,None
oldschool,0.033459104328082315,None
ugandan,0.033459104328082315,None
ayelet,0.033459104328082315,None
nationalsecurity,0.033459104328082315,None
lashkaretaiba,0.033459104328082315,None
bays,0.033459104328082315,None
gayoom,0.033459104328082315,None
209,0.033459104328082315,None
lethbridge,0.033459104328082315,None
columbians,0.033459104328082315,None
singhs,0.033459104328082315,None
columbias,0.033459104328082315,None
bhutan,0.033459104328082315,None
selfdefence,0.033459104328082315,None
begum,0.033459104328082315,None
tags,0.033459104328082315,None
prigozhin,0.033459104328082315,None
karnatakas,0.033459104328082315,None
firstly,0.033459104328082315,None
blanchard,0.033459104328082315,None
probrexit,0.033459104328082315,None
afar,0.033459104328082315,None
midfebruary,0.033459104328082315,None
0800,0.033459104328082315,None
cosponsors,0.033459104328082315,None
223,0.033459104328082315,None
youssef,0.033459104328082315,None
oneman,0.033459104328082315,None
lime,0.033459104328082315,None
bamboo,0.033459104328082315,None
renault,0.033459104328082315,None
bloombergbloomberg,0.033459104328082315,None
152,0.033459104328082315,None
bi,0.033459104328082315,None
abductions,0.033459104328082315,None
paolo,0.033459104328082315,None
shrimp,0.033459104328082315,None
gunrelated,0.033459104328082315,None
helpline,0.033459104328082315,None
fullyear,0.033459104328082315,None
governmentfunded,0.033459104328082315,None
cheques,0.033459104328082315,None
sony,0.033459104328082315,None
lamarque,0.033459104328082315,None
studys,0.033459104328082315,None
riyadhs,0.033459104328082315,None
jaya,0.033459104328082315,None
rtenn,0.033459104328082315,None
bazar,0.033459104328082315,None
moodys,0.033459104328082315,None
dubais,0.033459104328082315,None
eng,0.033459104328082315,None
denuclearizing,0.033459104328082315,None
1malaysia,0.033459104328082315,None
governmentcontrolled,0.033459104328082315,None
frankwalter,0.033459104328082315,None
pmo,0.033459104328082315,None
israelgaza,0.033459104328082315,None
bidders,0.033459104328082315,None
wala,0.033459104328082315,None
915,0.033459104328082315,None
pir,0.033459104328082315,None
prayut,0.033459104328082315,None
ajmal,0.033459104328082315,None
alahram,0.033459104328082315,None
dupage,0.033459104328082315,None
comr,0.033459104328082315,None
fiercely,0.03348249285204354,None
powered,0.03348249285204354,None
walmart,0.03348249285204354,None
offerings,0.03348249285204354,None
fury,0.033489840077591634,None
sacked,0.033527005536951995,None
shawn,0.03369471851032955,None
rauner,0.03369471851032955,None
morrison,0.03369471851032955,None
homage,0.03369471851032955,None
expedite,0.03369471851032955,None
rebuilt,0.03369471851032955,None
recap,0.03369471851032955,None
freedoms,0.033701290001560795,None
grades,0.033808697059477866,None
baron,0.033808697059477866,None
clearer,0.033808697059477866,None
modernization,0.033808697059477866,None
pan,0.033808697059477866,None
specter,0.033822166508175926,None
intending,0.033822166508175926,None
passive,0.033822166508175926,None
unwelcome,0.033822166508175926,None
ancestral,0.033822166508175926,None
couch,0.03393118982347386,None
tapping,0.03393118982347386,None
arlington,0.03393118982347386,None
concerts,0.03393118982347386,None
trevor,0.03393118982347386,None
combative,0.03393118982347386,None
follows,0.0339955742712007,None
poison,0.03407087808486414,None
divert,0.03407087808486414,None
trey,0.03407087808486414,None
leveled,0.03407087808486414,None
witnesses,0.03432880971750088,None
survived,0.034370507659874205,None
amazon,0.0344011738099816,None
pledge,0.03443239898910878,None
punishment,0.03444972670777615,None
latest,0.0344961446054511,None
alleged,0.03453358211734501,None
wisconsin,0.0345991157720332,None
thick,0.034634806014490045,None
mild,0.034658009901461735,None
disappointment,0.034688566362750764,None
steve,0.03470044110039807,None
extremist,0.03475210584503839,None
margins,0.034811590267777116,None
hunted,0.03487596664996708,None
greatness,0.03487596664996708,None
sudden,0.03492477252586514,None
courses,0.03499714810014882,None
colonization,0.035111194064901007,None
appropriated,0.035111194064901007,None
spit,0.035111194064901007,None
skeptics,0.035111194064901007,None
posturing,0.035111194064901007,None
physicist,0.035111194064901007,None
forbidding,0.035111194064901007,None
stone,0.035186970890413095,None
demands,0.03522136883450844,None
rigorously,0.035280656665864836,None
forthright,0.035280656665864836,None
leahy,0.035280656665864836,None
banished,0.035280656665864836,None
leans,0.035280656665864836,None
reputations,0.035280656665864836,None
illustrating,0.035280656665864836,None
occurrences,0.035280656665864836,None
unstoppable,0.035280656665864836,None
castigated,0.035280656665864836,None
bandwagon,0.035280656665864836,None
jvp,0.035280656665864836,None
omissions,0.035317041584976054,None
insurgent,0.035317041584976054,None
deutsche,0.035317041584976054,None
feud,0.035317041584976054,None
freshman,0.035491358117334754,None
campbell,0.035491358117334754,None
impressed,0.03554597480045248,None
oh,0.035576642966829546,None
milestone,0.035596369246632814,None
subsidiary,0.035596369246632814,None
perez,0.03561072321347663,None
unchecked,0.03561072321347663,None
violators,0.03561072321347663,None
perpetrator,0.03563502654323178,None
mentioning,0.03563945225703096,None
secondary,0.03571935744503661,None
artificial,0.03571935744503661,None
raw,0.03572631028928221,None
vans,0.035732496386599186,None
anchored,0.035732496386599186,None
buffett,0.035732496386599186,None
hugs,0.035732496386599186,None
nurturing,0.035732496386599186,None
flats,0.035732496386599186,None
tahrir,0.035732496386599186,None
resuming,0.035732496386599186,None
terminal,0.03582019023249988,None
fraught,0.03589900713766207,None
contradicts,0.03599437406090589,None
eventually,0.03600827057332259,None
underscored,0.03606732611971581,None
wrap,0.03606732611971581,None
felon,0.036075328163374096,None
sham,0.036075328163374096,None
slightly,0.03608071663657787,None
appreciate,0.03608071663657787,None
respected,0.03617345171842047,None
kasky,0.036197490530552316,None
aunts,0.036197490530552316,None
sikhs,0.036197490530552316,None
janeiro,0.036197490530552316,None
resumes,0.036197490530552316,None
mordaunt,0.036197490530552316,None
ib,0.036197490530552316,None
pretoria,0.036197490530552316,None
incheon,0.036197490530552316,None
antitank,0.036197490530552316,None
mitsubishi,0.036197490530552316,None
cosponsored,0.036197490530552316,None
167,0.036197490530552316,None
nabi,0.036197490530552316,None
f35,0.036197490530552316,None
ts,0.036197490530552316,None
kan,0.036197490530552316,None
defenders,0.036216876542014366,None
ferguson,0.03631214116619251,None
anne,0.03645748070583907,None
subsidy,0.036506187026319074,None
cute,0.036506187026319074,None
summers,0.036506187026319074,None
function,0.036561474774709946,None
breeds,0.03658901458734146,None
inexplicably,0.03658901458734146,None
monies,0.03658901458734146,None
stinging,0.03658901458734146,None
confused,0.03664635312699498,None
responsible,0.03670395963731235,None
navigation,0.03672568588217105,None
avoid,0.03679158249465722,None
recordings,0.03681082624631615,None
safeguard,0.036953616209433514,None
constructed,0.036953616209433514,None
fine,0.03703415967461944,None
shuttle,0.037060261472166824,None
shootout,0.037060261472166824,None
professionalism,0.037060261472166824,None
salisbury,0.037060261472166824,None
pitting,0.037060261472166824,None
jacqueline,0.037060261472166824,None
126,0.037060261472166824,None
monarch,0.037060261472166824,None
reef,0.037060261472166824,None
treating,0.037103526933829296,None
optional,0.037181525263281626,None
nj,0.037181525263281626,None
yahya,0.037181525263281626,None
ho,0.037181525263281626,None
asks,0.037273663761924786,None
lauded,0.03731252281760085,None
cowrote,0.03731621167516673,None
dillon,0.03731621167516673,None
bostons,0.03731621167516673,None
pratt,0.03731621167516673,None
68yearold,0.03731621167516673,None
canton,0.03731621167516673,None
47th,0.03731621167516673,None
tenn,0.03731621167516673,None
sal,0.03731621167516673,None
kaya,0.03731621167516673,None
spurs,0.03731621167516673,None
kurdishled,0.03731621167516673,None
ragland,0.03731621167516673,None
ballet,0.03731621167516673,None
restarted,0.03731621167516673,None
casket,0.03731621167516673,None
nuness,0.03731621167516673,None
mistura,0.03731621167516673,None
reuse,0.03731621167516673,None
maldivian,0.03731621167516673,None
13year,0.03731621167516673,None
illadvised,0.03731621167516673,None
humour,0.03731621167516673,None
scotlands,0.03731621167516673,None
wallis,0.03731621167516673,None
sixfigure,0.03731621167516673,None
foreignborn,0.03731621167516673,None
fiancé,0.03731621167516673,None
iiis,0.03731621167516673,None
enquiries,0.03731621167516673,None
wardrobe,0.03731621167516673,None
bridal,0.03731621167516673,None
chairmans,0.03731621167516673,None
rapids,0.03731621167516673,None
middleaged,0.03731621167516673,None
oconnor,0.03731621167516673,None
queues,0.03731621167516673,None
tomorrows,0.03731621167516673,None
mehul,0.03731621167516673,None
gems,0.03731621167516673,None
gras,0.03731621167516673,None
overthetop,0.03731621167516673,None
io,0.03731621167516673,None
cooney,0.03731621167516673,None
togo,0.03731621167516673,None
rollsroyce,0.03731621167516673,None
rjd,0.03731621167516673,None
58yearold,0.03731621167516673,None
21000,0.03731621167516673,None
volcanos,0.03731621167516673,None
statebacked,0.03731621167516673,None
griffith,0.03731621167516673,None
playbyplay,0.03731621167516673,None
dfla,0.03731621167516673,None
ofws,0.03731621167516673,None
courtappointed,0.03731621167516673,None
44yearold,0.03731621167516673,None
rashtriya,0.03731621167516673,None
petrochemical,0.03731621167516673,None
animation,0.03731621167516673,None
freemarket,0.03731621167516673,None
1050,0.03731621167516673,None
willoughby,0.03731621167516673,None
zambia,0.03731621167516673,None
34000,0.03731621167516673,None
21stcentury,0.03731621167516673,None
lawson,0.03731621167516673,None
sinha,0.03731621167516673,None
pashinyans,0.03731621167516673,None
nuclearfree,0.03731621167516673,None
wuhan,0.03731621167516673,None
modernisation,0.03731621167516673,None
wilsons,0.03731621167516673,None
pkr,0.03731621167516673,None
chunying,0.03731621167516673,None
alsadr,0.03731621167516673,None
gowda,0.03731621167516673,None
mattarella,0.03731621167516673,None
234,0.03731621167516673,None
semiofficial,0.03731621167516673,None
roadways,0.03731621167516673,None
oli,0.03731621167516673,None
visavis,0.03731621167516673,None
hollywoods,0.03731621167516673,None
hourslong,0.03731621167516673,None
aljubeir,0.03731621167516673,None
kyungwha,0.03731621167516673,None
patricks,0.03731621167516673,None
omeara,0.03731621167516673,None
nila,0.03731621167516673,None
dammam,0.03731621167516673,None
hürriyet,0.03731621167516673,None
mangaluru,0.03731621167516673,None
nabs,0.03731621167516673,None
ajk,0.03731621167516673,None
mnas,0.03731621167516673,None
yousaf,0.03731621167516673,None
falsehoods,0.037424838244414026,None
oddly,0.037424838244414026,None
seeming,0.037424838244414026,None
fl,0.037424838244414026,None
compile,0.037424838244414026,None
prevent,0.037477369269476486,None
following,0.03750280745958823,None
stationed,0.03764739367320867,None
adequate,0.03770645388312726,None
dynamic,0.03783275950205333,None
physician,0.03804664927823738,None
angered,0.038150826274487064,None
sticking,0.038150826274487064,None
material,0.038163091442106764,None
diagnosis,0.03817141464336018,None
threatens,0.0381982712895048,None
conventional,0.0381982712895048,None
bryan,0.03837587025695756,None
secretariat,0.03837587025695756,None
emanuel,0.03837587025695756,None
regards,0.03839067286128321,None
stops,0.03839350563936066,None
artifacts,0.038458211006311416,None
beans,0.038458211006311416,None
stray,0.038458211006311416,None
christopher,0.03847069935849732,None
intercept,0.038473324569146115,None
mccabe,0.038473324569146115,None
loved,0.038476302940923676,None
policymakers,0.038547441434977014,None
spirits,0.038547441434977014,None
summarizing,0.038571881856377895,None
stabbings,0.038571881856377895,None
symptomatic,0.038571881856377895,None
uneducated,0.038571881856377895,None
footnote,0.038571881856377895,None
cain,0.038571881856377895,None
disconcerting,0.038571881856377895,None
mutilated,0.038571881856377895,None
megaphone,0.038571881856377895,None
populists,0.038571881856377895,None
maddow,0.038571881856377895,None
destabilization,0.038571881856377895,None
pow,0.038571881856377895,None
targeting,0.03862673792614391,None
observed,0.03864197459339387,None
failures,0.03864244667225248,None
recently,0.038722863718576875,None
trailer,0.03873983203448568,None
carol,0.03873983203448568,None
vowing,0.03878787464416897,None
senate,0.03880013276465055,None
robin,0.03886352965656118,None
hey,0.03894504738707663,None
clothing,0.0390466254769951,None
hand,0.03918285238678577,None
followers,0.0392219098424713,None
terribly,0.03924606947956917,None
icy,0.039469554888423346,None
142,0.039469554888423346,None
berry,0.039469554888423346,None
blues,0.039469554888423346,None
projection,0.039469554888423346,None
rss,0.039469554888423346,None
bodyguard,0.039469554888423346,None
hadashot,0.039469554888423346,None
dws,0.039469554888423346,None
kathryn,0.039469554888423346,None
collaborations,0.039469554888423346,None
commonly,0.039665144607013786,None
gates,0.03966682501178852,None
punitive,0.039682106602710876,None
public,0.03970114338470952,None
legs,0.03976887705583105,None
assimilated,0.039808277717478656,None
irrationality,0.039808277717478656,None
sleazy,0.039808277717478656,None
crucifixion,0.039808277717478656,None
ushers,0.039808277717478656,None
entrapped,0.039808277717478656,None
coterie,0.039808277717478656,None
ploughshares,0.039808277717478656,None
obrador,0.039808277717478656,None
misdirection,0.039808277717478656,None
intercede,0.039808277717478656,None
purest,0.039808277717478656,None
absolution,0.039808277717478656,None
stunningly,0.039808277717478656,None
predictor,0.039808277717478656,None
ufo,0.039808277717478656,None
detach,0.039808277717478656,None
détente,0.039808277717478656,None
dotcom,0.039808277717478656,None
ratifying,0.039808277717478656,None
hypothesized,0.039808277717478656,None
terrors,0.039808277717478656,None
haves,0.039808277717478656,None
dykes,0.039808277717478656,None
gallen,0.039808277717478656,None
couched,0.039808277717478656,None
perennially,0.039808277717478656,None
shrugging,0.039808277717478656,None
wilhelm,0.039808277717478656,None
rodríguez,0.039808277717478656,None
gamal,0.039808277717478656,None
imploring,0.039808277717478656,None
assiduously,0.039808277717478656,None
diverts,0.039808277717478656,None
stimulant,0.039808277717478656,None
unquestioning,0.039808277717478656,None
preorder,0.039808277717478656,None
bassem,0.039808277717478656,None
morons,0.039808277717478656,None
bombast,0.039808277717478656,None
pussy,0.039808277717478656,None
renouncing,0.039808277717478656,None
sanctimonious,0.039808277717478656,None
armada,0.039808277717478656,None
civics,0.039808277717478656,None
politifact,0.039808277717478656,None
cower,0.039808277717478656,None
egregiously,0.039808277717478656,None
baptism,0.039808277717478656,None
headlines,0.03983202841222757,None
dignitaries,0.03986547012169304,None
eddie,0.03986547012169304,None
salute,0.03986547012169304,None
discontent,0.03986547012169304,None
soul,0.03989810808242885,None
straight,0.03990468382695236,None
favors,0.03990483883809605,None
publications,0.03990483883809605,None
considering,0.03998934495960459,None
temporary,0.04014841520745355,None
toni,0.040181528623400235,None
revamped,0.040181528623400235,None
candles,0.040181528623400235,None
informally,0.040181528623400235,None
texture,0.040181528623400235,None
screenplay,0.040181528623400235,None
nate,0.040181528623400235,None
hrw,0.040181528623400235,None
resembled,0.040181528623400235,None
vibe,0.040181528623400235,None
228,0.040181528623400235,None
wakeup,0.040181528623400235,None
impressions,0.040181528623400235,None
ec,0.040181528623400235,None
hari,0.040181528623400235,None
ms13,0.040181528623400235,None
asthma,0.040181528623400235,None
granite,0.040181528623400235,None
conductor,0.040181528623400235,None
cheng,0.040181528623400235,None
contestants,0.040181528623400235,None
149,0.040181528623400235,None
finalizing,0.040181528623400235,None
holidaymakers,0.040181528623400235,None
stamped,0.040358008547956896,None
dude,0.040358008547956896,None
racket,0.040358008547956896,None
antics,0.040358008547956896,None
laced,0.040358008547956896,None
recklessly,0.040358008547956896,None
infinite,0.040358008547956896,None
crux,0.040358008547956896,None
sentenced,0.040362833025642995,None
yellow,0.04039960070215557,None
disaster,0.04040115324644007,None
blogs,0.04044594612757782,None
affirm,0.04044594612757782,None
sowing,0.04044594612757782,None
ubiquitous,0.04044594612757782,None
altering,0.04044594612757782,None
yorkers,0.04044594612757782,None
professional,0.04058215865201038,None
incarceration,0.04061346443689342,None
blueprint,0.04061346443689342,None
caribbean,0.04070029001415437,None
1952,0.040736047630587975,None
reclusive,0.040736047630587975,None
270,0.040736047630587975,None
118,0.040757829522678674,None
francois,0.040757829522678674,None
scout,0.040757829522678674,None
codenamed,0.040757829522678674,None
cooks,0.040757829522678674,None
storytelling,0.040757829522678674,None
supplemental,0.040757829522678674,None
remanded,0.040757829522678674,None
volunteering,0.040757829522678674,None
50s,0.040757829522678674,None
underscoring,0.040757829522678674,None
nda,0.040757829522678674,None
peaked,0.040757829522678674,None
detentions,0.040757829522678674,None
stances,0.040757829522678674,None
prom,0.040757829522678674,None
test,0.04080303097374087,None
calculations,0.04086654455036384,None
alleviate,0.04086654455036384,None
wayne,0.040919627870465436,None
generations,0.04092679857247891,None
fraudulent,0.04096014767317711,None
discourse,0.04096014767317711,None
infected,0.04096014767317711,None
opioid,0.0409884146973566,None
houston,0.0409884146973566,None
machete,0.04119586048647955,None
decreed,0.04119586048647955,None
duplicity,0.04119586048647955,None
fanatics,0.04119586048647955,None
